RaceID,Year,RaceName,Circuit,Driver,Team,LapNumber,Position,LapTime_Seconds,Compound,TireAge,Stint,PitOutTime,PitInTime,AirTemp,TrackTemp,Rainfall,ValidLap,ExclusionReason
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,1,9,112.18,INTERMEDIATE,1.0,1,,,18.5,24.5,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,2,9,138.765,INTERMEDIATE,2.0,1,,,18.4,24.5,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,3,8,136.656,INTERMEDIATE,3.0,1,,,18.6,24.8,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,4,8,105.774,INTERMEDIATE,4.0,1,,,18.6,24.9,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,5,8,110.861,INTERMEDIATE,5.0,1,,,18.8,25.2,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,6,9,136.208,INTERMEDIATE,6.0,1,,,19.1,24.4,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,7,8,121.594,INTERMEDIATE,7.0,1,,,19.2,24.0,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,8,8,106.496,INTERMEDIATE,8.0,1,,,19.2,24.8,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,9,9,108.888,INTERMEDIATE,9.0,1,,,19.2,24.3,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,10,9,109.218,INTERMEDIATE,10.0,1,,,19.0,24.0,True,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,11,8,111.991,INTERMEDIATE,11.0,1,,,18.9,23.3,True,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,12,3,109.68,INTERMEDIATE,12.0,1,,0 days 01:19:31.664000,18.5,21.5,True,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,13,12,138.76,INTERMEDIATE,1.0,2,0 days 01:20:00.918000,,17.4,20.1,True,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,14,12,133.691,INTERMEDIATE,2.0,2,,,16.7,20.0,True,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,15,12,144.808,INTERMEDIATE,3.0,2,,,16.3,20.3,True,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,16,12,,INTERMEDIATE,4.0,2,,,16.0,21.1,False,False,Missing Lap Time
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,17,12,,INTERMEDIATE,5.0,2,,,16.1,21.7,False,False,Missing Lap Time
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,18,12,128.671,INTERMEDIATE,6.0,2,,,16.2,22.8,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,19,11,,INTERMEDIATE,7.0,2,,,16.6,24.3,False,False,Missing Lap Time
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,20,12,,INTERMEDIATE,8.0,2,,,16.8,23.8,False,False,Missing Lap Time
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,21,11,,INTERMEDIATE,9.0,2,,,16.7,23.1,False,False,Missing Lap Time
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,22,11,111.437,INTERMEDIATE,10.0,2,,,17.0,22.9,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,23,11,106.294,INTERMEDIATE,11.0,2,,,17.0,22.9,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,24,11,104.946,INTERMEDIATE,12.0,2,,,17.1,22.9,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,25,11,104.01,INTERMEDIATE,13.0,2,,,17.1,22.7,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,26,11,104.357,INTERMEDIATE,14.0,2,,,17.1,22.5,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,27,11,104.082,INTERMEDIATE,15.0,2,,,17.2,22.6,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,28,11,104.367,INTERMEDIATE,16.0,2,,,17.4,22.8,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,29,11,104.591,INTERMEDIATE,17.0,2,,,17.5,22.4,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,30,11,104.618,INTERMEDIATE,18.0,2,,,17.7,22.4,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,31,11,104.761,INTERMEDIATE,19.0,2,,,17.7,23.0,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,32,11,105.126,INTERMEDIATE,20.0,2,,,17.9,23.5,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,33,11,104.063,INTERMEDIATE,21.0,2,,,18.0,23.5,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,34,11,104.29,INTERMEDIATE,22.0,2,,,18.2,23.2,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,35,12,105.664,INTERMEDIATE,23.0,2,,,18.3,23.3,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,36,12,102.965,INTERMEDIATE,24.0,2,,,18.5,23.2,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,37,12,102.684,INTERMEDIATE,25.0,2,,,18.5,23.7,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,38,11,102.667,INTERMEDIATE,26.0,2,,,18.7,24.1,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,39,10,102.701,INTERMEDIATE,27.0,2,,,18.7,23.7,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,40,10,102.225,INTERMEDIATE,28.0,2,,,18.9,23.6,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,41,11,101.5,INTERMEDIATE,29.0,2,,,19.0,23.5,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,42,5,99.22,INTERMEDIATE,30.0,2,,0 days 02:18:33.848000,18.9,23.2,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,43,8,124.165,MEDIUM,1.0,3,0 days 02:19:03.131000,,19.0,23.2,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,44,9,95.273,MEDIUM,2.0,3,,,19.0,24.0,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,45,9,94.663,MEDIUM,3.0,3,,,19.1,23.8,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,46,9,92.681,MEDIUM,4.0,3,,,19.2,23.6,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,47,9,91.309,MEDIUM,5.0,3,,,19.2,23.6,False,True,
GBR25,2025,British Grand Prix,Silverstone,ALB,Williams,48,9,90.327,MEDIUM,6.0,3,,,19.1,23.7,False,True,
